is_weekend,temp_humidity_interaction,temperature,timestamp,humidity,day,pressure,day_of_week,pm_ratio,aqi,wind_speed,is_rush_hour,month,co,pm2_5,so2,pm10,no2,o3,city,hour,data_source
0,1746.1270721597712,25.22848442897943,2025-11-19 17:31:53.362694,69.21252352971436,19,1011.624653629576,2,0.5859738061961941,3.1278418548795472,8.177689729214825,1,11,116.7137459862004,76.91284847610291,12.218016103845471,131.2564617442152,28.21147617430753,61.03179020254309,Karachi,17,historical
0,2216.7556114041445,28.57989953122924,2025-11-19 18:31:53.362694,77.56345010876953,19,1007.9279032598064,2,0.6081994722271651,3.422058548106358,4.788393030870579,1,11,174.88283089775004,83.7467923465857,7.053330786894234,137.6962594852531,18.934219924749115,61.08920527191126,Karachi,18,historical
0,1412.2658694536167,27.715688035614967,2025-11-19 19:31:53.362694,50.955468528828845,19,1016.3927938295674,2,0.6476177774812586,4.431665979713495,6.320302274183934,1,11,301.12597600032547,118.26490599573827,9.077894074785595,182.615286528574,26.875424827896257,35.82539467023839,Karachi,19,historical
0,825.5019602358541,18.14198210067516,2025-11-19 20:31:53.362694,45.50230265110519,19,1009.8003247673688,2,0.6045335795166124,3.382636597591567,4.137254877081663,0,11,233.73861070673345,80.15273048986512,8.971709393409762,132.5860683437231,22.58767308932467,56.1730723273918,Karachi,20,historical
0,1290.6666838114782,24.75911215695152,2025-11-19 21:31:53.362694,52.12895662937181,19,1023.4506006103236,2,0.5604826485820034,3.411858876357792,2.693974544431696,0,11,271.46806429819446,77.04396172606249,6.896130500483201,137.46003006690813,31.42724615258626,54.90185123361382,Karachi,21,historical
0,1253.835797461136,27.03103748380469,2025-11-19 22:31:53.362694,46.385041573500686,19,1011.3421157349858,2,0.5615869863503264,2.60116911916228,4.6813792949261686,0,11,277.88531651801446,66.02194748959886,9.528019868983607,117.56317203620772,25.74064788744025,49.08085627209336,Karachi,22,historical
0,1557.6092417424966,20.275157871557493,2025-11-19 23:31:53.362694,76.82353210810508,19,1015.4646847294608,2,0.6579460959359387,3.003080185808259,6.851419112244264,0,11,183.60351418214844,74.746820950998,9.881366478503828,113.60629907632398,16.22236610131796,46.11692817120803,Karachi,23,historical
0,2593.4615354906714,23.13046141102476,2025-11-20 00:31:53.362694,112.1232079812528,20,1024.2387921213776,3,0.5452463663471593,2.9470883921987387,5.871152075949677,0,11,266.7109695837771,67.24873281569852,11.956607379385062,123.33641628137168,17.556643695971342,35.63253314150361,Karachi,0,historical
0,1637.2989203283505,25.853299909912177,2025-11-20 01:31:53.362694,63.33036502240121,20,1012.7870546787458,3,0.5038520651901784,2.953090391809614,4.983104063700583,0,11,162.8492992366244,68.91100437999262,8.098856010672534,136.7683277312404,25.025193435875984,53.59875817247219,Karachi,1,historical
0,945.153402252848,23.70479912395667,2025-11-20 02:31:53.362694,39.87181655961185,20,1014.2951938729286,3,0.5205909924638319,2.394199404648159,1.1568860791539533,0,11,203.89027082323213,53.142176613833605,8.553736618652387,102.08047657975116,19.585334910677823,71.82683479698292,Karachi,2,historical
0,1180.3875206607247,20.858846179691746,2025-11-20 03:31:53.362694,56.58930079315483,20,1020.814532628786,3,0.6630570779824622,3.06161345204476,3.840650415586232,0,11,144.67121206428834,74.59318345240828,11.500308424293564,112.49888724418574,18.46804589625332,60.21968641621649,Karachi,3,historical
0,1539.72291863093,26.8845223736353,2025-11-20 04:31:53.362694,57.27172300970025,20,1026.552727306268,3,0.6565677384892771,2.923124317117616,8.038484800503479,0,11,153.72021975537325,73.1129206070191,12.80342261567884,111.35624905245504,23.40021699724163,47.11840641022548,Karachi,4,historical
0,559.4746606796832,16.03287745502435,2025-11-20 05:31:53.362694,34.89546166925614,20,1014.1961728833248,3,0.5633747311767097,3.083760432388861,5.105352376047472,0,11,186.6082928360604,68.93088991411942,11.956692390220557,122.3535350443298,15.159303380232902,40.09472361509096,Karachi,5,historical
0,839.4943444362585,21.43007522813324,2025-11-20 06:31:53.362694,39.17365363861052,20,1017.4827087284914,3,0.9206487313483168,2.243565882072951,6.645855297668636,0,11,303.82641103240434,69.04840297354741,12.571751979124388,74.99972641294363,22.399348038105543,48.54170223837227,Karachi,6,historical
0,1219.472916053911,24.332236346397817,2025-11-20 07:31:53.362694,50.11758470094113,20,1015.3244905186472,3,0.6419580501440384,3.352966330838848,3.714687764982573,1,11,164.97256786831355,82.70670952307829,8.114989609871833,128.83506874712623,19.0312323204794,65.94425309030703,Karachi,7,historical
0,1928.694233095264,29.04304004976319,2025-11-20 08:31:53.362694,66.40813874135019,20,1013.643010777682,3,0.628916063756895,4.269682695671018,3.647923323202584,1,11,171.94884050662603,105.8485987187765,8.404086546263487,168.30322012524053,26.08838753640609,58.90852099301448,Karachi,8,historical
0,2200.7334543311285,31.2023373006676,2025-11-20 09:31:53.362694,70.53104493822784,20,1018.739030969598,3,0.7170385280147488,3.6420582841033102,5.138681382954281,1,11,143.899739513158,93.27568797019012,9.609413086480568,130.08462492028258,20.0762749406798,33.6133628006951,Karachi,9,historical
0,1768.224106980735,23.21739275841078,2025-11-20 10:31:53.362694,76.1594605122134,20,1012.1280173742324,3,0.5667205605524213,2.963928271386715,7.507796374934809,0,11,203.7513204072693,62.674553229856976,12.289281344185806,110.59163473575728,23.564410701385867,45.67297822096059,Karachi,10,historical
0,1381.4517074153655,24.714859509944905,2025-11-20 11:31:53.362694,55.89559215821111,20,1010.8499799995157,3,0.6378473840150184,2.951975608202298,4.842783940145633,0,11,133.0447626747241,74.64511211199313,9.87219106139675,117.02660226044851,16.160952881340368,41.71353788114829,Karachi,11,historical
0,1711.1881513587534,27.90351715285242,2025-11-20 12:31:53.362694,61.3251778256143,20,1014.5328528417472,3,0.6970401711849026,3.243871390216071,3.746897457544569,0,11,130.8448504594818,74.21426382544945,8.976702158566852,106.47056926330688,21.176740436646583,56.46400678156392,Karachi,12,historical
0,1135.6322715362533,24.260528513798644,2025-11-20 13:31:53.362694,46.80987353141711,20,1011.6278754381856,3,0.5861596971593245,3.009048837643644,4.7912305691743216,0,11,303.1986092418109,74.86535429414505,9.864224032724197,127.72177046112375,23.179478417277306,46.4350241580421,Karachi,13,historical
0,2070.9936748956097,28.99649366419987,2025-11-20 14:31:53.362694,71.42221052238926,20,1018.9965535733314,3,0.6273011675777144,3.043956373448474,4.552999114134591,0,11,203.79192151418653,80.86453996913403,9.487791808944984,128.90863934047434,15.145486651541324,54.63785130807226,Karachi,14,historical
0,1513.7794869390902,35.333210200603645,2025-11-20 15:31:53.362694,42.842964971046655,20,1013.515121153855,3,0.71326638066865,2.603026334626461,6.134467508104407,0,11,258.4199350709166,76.95690796946585,8.822922739679449,107.8936426210398,9.12425527799934,54.76448119993937,Karachi,15,historical
